,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
24298,Analytics,region_22,Bachelor's,m,other,1,25,4.0,2,1,0,89,0
24299,Operations,region_22,Bachelor's,m,other,1,26,3.0,2,1,0,56,0
24300,Operations,region_30,Bachelor's,f,sourcing,1,38,5.0,9,1,0,58,0
24301,Technology,region_27,Master's & above,m,other,2,38,3.0,2,0,0,82,0
24302,Procurement,region_12,Bachelor's,f,other,1,29,5.0,3,1,0,66,0
24303,Procurement,region_7,Bachelor's,m,other,1,32,4.0,7,1,0,67,0
24304,Technology,region_13,Bachelor's,m,sourcing,2,30,5.0,7,1,0,79,0
24305,Procurement,region_13,Master's & above,m,sourcing,1,40,4.0,8,1,0,72,0
24306,Finance,region_22,Bachelor's,m,sourcing,3,32,1.0,1,0,0,62,0
24307,Technology,region_11,Master's & above,f,sourcing,1,32,3.0,7,0,0,82,0
24308,Procurement,region_30,Bachelor's,f,sourcing,1,35,3.0,5,0,0,69,0
24309,Procurement,region_31,Master's & above,m,sourcing,1,40,3.0,5,1,0,95,1
24310,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,33,1.0,8,0,0,48,0
24311,Sales & Marketing,region_30,Bachelor's,m,other,1,42,5.0,3,0,0,51,0
24312,Technology,region_16,Below Secondary,f,other,1,23,1.0,1,1,0,76,0
24313,Legal,region_22,Bachelor's,m,other,3,24,1.0,2,0,0,56,0
24314,Operations,region_4,Master's & above,f,sourcing,1,37,5.0,2,1,0,60,0
24315,Sales & Marketing,region_25,Master's & above,m,other,1,35,2.0,7,1,0,46,0
24316,Procurement,region_10,Bachelor's,f,other,1,30,5.0,9,0,0,73,0
24317,Sales & Marketing,region_28,Bachelor's,m,other,1,36,4.0,9,0,0,50,0
24318,Sales & Marketing,region_23,Bachelor's,m,other,1,33,5.0,6,1,0,43,0
24319,Technology,region_2,Bachelor's,m,other,1,32,5.0,7,1,0,80,0
24320,HR,region_2,Master's & above,f,other,1,35,4.0,10,1,0,53,0
24321,Finance,region_2,Bachelor's,m,sourcing,1,28,2.0,3,0,0,59,0
24322,Procurement,region_7,Bachelor's,f,other,1,33,1.0,7,1,0,69,0
24323,Procurement,region_26,Bachelor's,m,sourcing,1,35,3.0,5,0,0,70,0
24324,HR,region_2,Bachelor's,f,other,1,35,4.0,4,0,0,47,0
24325,Sales & Marketing,region_1,Bachelor's,f,other,1,33,3.0,9,0,0,51,0
24326,Operations,region_17,Bachelor's,m,sourcing,1,27,3.0,3,0,0,58,0
24327,Analytics,region_15,Bachelor's,m,other,1,36,4.0,9,1,0,82,0
24328,Technology,region_23,Bachelor's,m,other,1,29,3.0,3,0,0,80,0
24329,Operations,region_31,Bachelor's,f,sourcing,1,37,4.0,6,1,0,59,0
24330,Operations,region_7,Bachelor's,f,other,1,31,5.0,4,0,0,61,0
24331,Analytics,region_22,Bachelor's,m,sourcing,3,26,5.0,2,1,0,84,0
24332,HR,region_7,Bachelor's,f,other,1,32,5.0,4,0,0,53,0
24333,Technology,region_32,Bachelor's,m,sourcing,1,28,1.0,1,0,0,79,0
24334,Technology,region_27,Bachelor's,m,other,1,27,3.0,2,0,0,83,0
24335,Technology,region_2,Bachelor's,f,other,1,50,3.0,6,0,0,82,0
24336,Procurement,region_8,Master's & above,f,sourcing,1,44,3.0,3,1,0,74,1
24337,Finance,region_2,Bachelor's,f,other,3,33,5.0,2,1,0,63,0
24338,Sales & Marketing,region_28,Bachelor's,m,other,1,34,2.0,7,0,0,54,0
24339,HR,region_2,Master's & above,f,sourcing,1,31,5.0,8,1,0,51,0
24340,Technology,region_26,Bachelor's,m,sourcing,3,27,4.0,4,0,0,80,0
24341,Technology,region_16,Master's & above,m,sourcing,1,52,4.0,21,0,0,77,0
24342,HR,region_20,Master's & above,m,other,1,36,5.0,3,1,0,49,0
24343,HR,region_23,Bachelor's,f,other,1,30,1.0,1,1,0,52,0
24344,Operations,region_7,Bachelor's,m,sourcing,1,29,5.0,6,1,0,62,0
24345,Operations,region_2,Master's & above,m,sourcing,1,36,4.0,7,0,0,55,0
24346,Finance,region_11,Bachelor's,m,other,1,31,4.0,5,1,0,60,0
24347,Operations,region_30,Bachelor's,m,other,1,31,3.0,1,0,0,57,0
24348,Technology,region_1,Master's & above,m,other,1,30,3.0,3,1,1,81,1
24349,Technology,region_15,Master's & above,m,other,1,33,3.0,4,0,0,80,0
24350,Sales & Marketing,region_17,Master's & above,m,sourcing,1,33,3.0,4,1,0,50,0
24351,Operations,region_2,Master's & above,m,sourcing,1,31,5.0,3,1,0,64,0
24352,Analytics,region_8,Bachelor's,m,sourcing,1,29,2.0,2,0,0,83,0
24353,Analytics,region_2,Bachelor's,m,sourcing,1,47,5.0,6,0,0,85,0
24354,Sales & Marketing,region_13,Bachelor's,m,other,1,39,2.0,4,1,0,50,0
24355,Procurement,region_7,Master's & above,f,sourcing,1,40,3.0,10,0,0,69,0
24356,Operations,region_2,Master's & above,m,sourcing,1,39,3.0,13,0,0,62,0
24357,Sales & Marketing,region_28,Master's & above,f,other,3,31,1.0,5,1,0,49,0
24358,Sales & Marketing,region_5,Bachelor's,m,other,1,34,2.0,10,0,0,53,0
24359,Technology,region_15,Master's & above,m,sourcing,1,48,1.0,3,0,0,83,0
24360,Analytics,region_22,Bachelor's,m,sourcing,1,29,5.0,2,0,0,88,1
24361,Sales & Marketing,region_27,Bachelor's,m,other,1,28,1.0,1,0,0,48,0
24362,Sales & Marketing,region_5,Master's & above,m,other,2,35,3.0,8,0,0,49,0
24363,Operations,region_27,Bachelor's,m,other,1,41,5.0,6,1,0,56,0
24364,Sales & Marketing,region_2,Bachelor's,m,other,1,55,1.0,23,0,0,53,0
24365,Operations,region_2,Bachelor's,m,sourcing,1,36,1.0,6,0,0,61,0
24366,Sales & Marketing,region_11,Master's & above,m,sourcing,1,31,3.0,5,1,0,51,0
24367,Sales & Marketing,region_29,Bachelor's,m,other,1,29,2.0,8,0,0,51,0
24368,Operations,region_15,Bachelor's,m,other,1,46,3.0,15,1,0,61,0
24369,Analytics,region_29,Bachelor's,f,other,1,30,5.0,4,1,0,86,1
24370,Analytics,region_2,Bachelor's,m,sourcing,1,28,5.0,4,0,1,82,1
24371,Operations,region_4,Master's & above,m,other,3,36,4.0,8,1,0,62,0
24372,Analytics,region_12,Bachelor's,m,other,1,29,1.0,1,0,0,85,0
24373,Technology,region_2,Bachelor's,f,other,1,29,3.0,4,0,0,80,0
24374,Procurement,region_13,Master's & above,f,other,1,31,5.0,3,1,0,72,0
24375,Operations,region_16,Master's & above,f,other,1,40,3.0,10,0,0,55,0
24376,Analytics,region_22,Bachelor's,m,other,3,28,5.0,2,1,0,81,1
24377,Technology,region_22,Bachelor's,m,sourcing,1,30,4.0,4,0,0,74,0
24378,Finance,region_2,Bachelor's,f,other,1,51,4.0,21,0,0,55,0
24379,Sales & Marketing,region_2,Master's & above,f,other,2,34,5.0,4,1,0,55,0
24380,Procurement,region_2,Master's & above,f,other,1,49,5.0,19,0,0,72,0
24381,Finance,region_29,Bachelor's,m,sourcing,1,25,1.0,1,0,0,57,0
24382,Operations,region_2,Bachelor's,f,other,1,48,3.0,8,1,0,58,0
24383,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,41,4.0,13,0,0,49,0
24384,Sales & Marketing,region_13,Bachelor's,m,other,1,36,5.0,11,1,0,52,0
24385,Operations,region_15,Bachelor's,f,sourcing,1,33,5.0,4,1,0,56,0
24386,Operations,region_2,Master's & above,m,other,1,35,5.0,2,1,0,58,0
24387,Procurement,region_14,Master's & above,m,sourcing,1,39,5.0,7,1,0,71,0
24388,Sales & Marketing,region_23,Master's & above,m,other,1,37,3.0,4,1,0,49,0
24389,Operations,region_22,Bachelor's,m,other,1,28,1.0,1,0,0,61,0
24390,Sales & Marketing,region_2,Bachelor's,m,other,1,46,5.0,7,1,0,49,0
24391,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,35,3.0,9,0,0,52,0
24392,Sales & Marketing,region_1,Bachelor's,m,other,1,28,3.0,5,1,0,52,1
24393,Analytics,region_1,Master's & above,m,other,2,36,5.0,11,1,0,85,0
24394,Analytics,region_31,Bachelor's,m,other,3,28,3.0,2,0,0,84,0
24395,Technology,region_27,Bachelor's,m,sourcing,1,35,3.0,7,0,0,78,0
24396,Procurement,region_13,Master's & above,m,sourcing,1,41,4.0,11,0,0,73,0
24397,Procurement,region_2,Bachelor's,f,other,1,31,3.0,5,1,0,70,0
24398,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,31,1.0,2,0,0,49,0
24399,Sales & Marketing,region_12,Bachelor's,m,other,1,23,3.0,2,0,0,51,0
24400,Sales & Marketing,region_25,Master's & above,m,other,1,40,3.0,19,0,0,48,0
24401,Sales & Marketing,region_28,Master's & above,m,other,1,33,2.0,8,0,0,51,0
24402,Sales & Marketing,region_16,Master's & above,m,other,2,37,3.0,7,0,0,48,0
24403,Operations,region_22,Master's & above,m,sourcing,4,41,5.0,6,0,0,57,0
24404,Procurement,region_2,Bachelor's,f,sourcing,1,39,5.0,2,1,0,69,1
24405,Sales & Marketing,region_16,Master's & above,m,other,1,42,1.0,14,0,0,47,0
24406,Operations,region_16,Master's & above,m,sourcing,1,44,4.0,18,0,0,62,0
24407,Analytics,region_27,Bachelor's,m,sourcing,1,31,3.0,4,0,0,80,0
24408,Operations,region_22,Bachelor's,m,sourcing,1,25,2.0,3,0,0,57,0
24409,Technology,region_2,Master's & above,f,other,2,36,5.0,2,1,0,79,0
24410,Finance,region_22,Master's & above,m,sourcing,1,33,3.0,7,1,0,57,0
24411,Operations,region_23,Bachelor's,f,sourcing,1,35,4.0,3,1,0,59,0
24412,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,36,2.0,5,0,0,48,0
24413,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,26,4.0,5,0,0,55,0
24414,Sales & Marketing,region_18,Bachelor's,m,other,1,33,1.0,10,0,0,49,0
24415,Analytics,region_23,Bachelor's,m,other,2,34,3.0,6,0,0,82,0
24416,Operations,region_2,Bachelor's,m,other,1,24,1.0,1,0,0,60,0
24417,Procurement,region_7,Master's & above,f,sourcing,1,41,3.0,6,1,0,65,0
24418,Sales & Marketing,region_2,Master's & above,m,other,1,46,5.0,7,0,0,48,0
24419,Sales & Marketing,region_11,Bachelor's,m,other,1,28,1.0,2,0,0,50,0
24420,Legal,region_2,Bachelor's,f,other,1,32,3.0,6,0,0,59,0
24421,R&D,region_26,Bachelor's,m,other,3,37,5.0,3,0,0,84,0
24422,Operations,region_22,Bachelor's,m,sourcing,1,34,5.0,4,1,0,83,1
24423,Analytics,region_31,Bachelor's,m,sourcing,1,32,1.0,7,0,0,90,0
24424,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,34,2.0,5,0,0,47,0
24425,Sales & Marketing,region_2,Master's & above,m,sourcing,1,40,3.0,2,0,0,53,0
24426,Sales & Marketing,region_23,Bachelor's,f,sourcing,1,33,5.0,6,0,0,49,0
24427,HR,region_32,Master's & above,m,other,1,35,1.0,8,0,0,48,0
24428,Procurement,region_2,Bachelor's,m,other,1,45,4.0,15,0,0,71,0
24429,Analytics,region_22,Bachelor's,m,sourcing,1,26,1.0,1,0,0,86,0
24430,Sales & Marketing,region_23,Master's & above,m,sourcing,1,40,3.0,10,1,0,46,0
24431,Procurement,region_2,Master's & above,f,other,1,42,3.0,13,0,0,67,0
24432,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,25,1.0,1,0,0,50,0
24433,Legal,region_29,Bachelor's,m,sourcing,1,30,1.0,1,0,0,56,0
24434,Finance,region_28,Bachelor's,f,other,2,28,3.0,1,0,0,60,0
24435,Sales & Marketing,region_2,Master's & above,m,other,2,31,3.0,4,0,0,52,0
24436,Sales & Marketing,region_16,Bachelor's,m,other,1,35,3.0,2,0,0,51,0
24437,Analytics,region_23,Bachelor's,m,sourcing,2,33,3.0,8,0,0,80,0
24438,Procurement,region_4,Bachelor's,m,sourcing,1,30,5.0,4,1,0,72,0
24439,HR,region_2,Master's & above,m,other,2,32,1.0,1,0,0,49,0
24440,Analytics,region_7,Bachelor's,m,other,1,34,3.0,4,0,0,83,0
24441,HR,region_22,Master's & above,m,other,1,36,2.0,8,0,0,53,0
24442,HR,region_26,Bachelor's,m,sourcing,1,36,3.0,4,1,0,50,0
24443,Sales & Marketing,region_26,Bachelor's,m,sourcing,2,35,3.0,3,0,0,60,1
24444,Operations,region_7,Bachelor's,m,sourcing,1,47,5.0,4,1,0,54,0
24445,Operations,region_27,Bachelor's,m,other,1,33,1.0,6,0,0,59,0
24446,Technology,region_19,Bachelor's,m,sourcing,1,37,1.0,8,0,0,83,0
24447,Analytics,region_30,Bachelor's,m,sourcing,1,28,5.0,2,1,0,81,0
24448,Analytics,region_9,Bachelor's,m,sourcing,2,31,3.0,5,0,0,85,0
24449,Operations,region_20,Bachelor's,m,other,1,27,4.0,3,0,0,61,0
24450,Technology,region_11,Master's & above,m,other,1,43,5.0,7,1,0,82,0
24451,Analytics,region_22,Bachelor's,m,other,3,26,4.0,1,0,0,89,0
24452,Operations,region_6,Bachelor's,f,other,1,39,3.0,11,0,0,61,0
24453,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,30,4.0,3,1,0,49,0
24454,Sales & Marketing,region_14,Bachelor's,m,other,1,36,5.0,9,1,0,49,0
24455,Procurement,region_7,Master's & above,m,other,1,40,3.0,12,0,0,68,0
24456,Finance,region_2,Bachelor's,f,sourcing,1,53,3.0,24,0,0,58,0
24457,Technology,region_33,Bachelor's,m,other,2,38,4.0,9,0,0,79,0
24458,Procurement,region_4,Master's & above,m,sourcing,1,42,3.0,11,0,0,72,0
24459,HR,region_2,Bachelor's,m,other,1,29,2.0,3,0,0,50,0
24460,Procurement,region_2,Master's & above,f,sourcing,1,57,1.0,18,0,0,72,0
24461,Operations,region_14,Bachelor's,f,other,1,43,5.0,10,0,0,64,0
24462,Procurement,region_2,Bachelor's,m,other,1,54,2.0,13,0,0,69,0
24463,Technology,region_27,Bachelor's,f,sourcing,1,25,3.0,2,1,0,79,0
24464,R&D,region_13,Master's & above,m,other,1,36,3.0,3,0,0,85,0
24465,Technology,region_12,Bachelor's,m,other,1,27,3.0,4,0,0,80,0
24466,Operations,region_4,Master's & above,f,other,1,39,5.0,10,1,0,58,1
24467,Technology,region_17,Bachelor's,m,sourcing,1,41,5.0,4,0,0,79,0
24468,Sales & Marketing,region_1,Bachelor's,m,sourcing,2,30,1.0,4,0,0,51,0
24469,Sales & Marketing,region_12,Bachelor's,m,other,1,31,3.0,3,0,0,52,0
24470,Analytics,region_32,Bachelor's,f,other,1,29,1.0,1,1,0,82,0
24471,Technology,region_7,Master's & above,m,other,1,49,3.0,6,0,0,83,0
24472,Operations,region_22,Master's & above,m,referred,1,39,4.0,4,1,0,61,0
24473,Finance,region_22,Bachelor's,m,other,1,24,5.0,2,0,0,56,0
24474,Sales & Marketing,region_22,Bachelor's,m,other,3,35,1.0,10,0,0,52,0
24475,Procurement,region_28,Bachelor's,m,other,2,29,1.0,2,0,0,70,0
24476,Operations,region_15,Master's & above,m,sourcing,1,51,4.0,16,1,0,58,0
24477,Operations,region_12,Bachelor's,m,sourcing,1,33,4.0,4,0,0,61,0
24478,Operations,region_2,Bachelor's,f,other,1,28,2.0,3,0,0,53,0
24479,Procurement,region_2,Master's & above,f,other,3,49,3.0,6,1,0,70,0
24480,Procurement,region_2,Master's & above,m,sourcing,1,45,3.0,14,1,0,63,0
24481,Sales & Marketing,region_24,Bachelor's,m,other,2,33,1.0,6,0,0,46,0
24482,Procurement,region_22,Bachelor's,f,other,2,32,3.0,6,0,0,66,0
24483,Technology,region_7,Master's & above,m,sourcing,1,38,1.0,5,0,0,79,0
24484,Sales & Marketing,region_2,Bachelor's,m,other,1,27,1.0,1,0,0,51,0
24485,Procurement,region_17,Master's & above,m,other,1,39,1.0,2,0,0,69,0
24486,Sales & Marketing,region_1,Bachelor's,m,other,1,31,3.0,8,0,0,52,0
24487,Sales & Marketing,region_29,Bachelor's,f,other,1,28,1.0,4,0,0,48,0
24488,R&D,region_2,Master's & above,m,other,1,33,5.0,5,1,0,83,0
24489,Technology,region_7,Bachelor's,f,other,1,27,4.0,3,0,0,79,0
24490,Analytics,region_20,Bachelor's,m,other,1,27,1.0,1,1,0,80,0
24491,Sales & Marketing,region_13,Bachelor's,m,other,1,35,2.0,5,0,0,53,0
24492,Sales & Marketing,region_15,Bachelor's,m,other,1,31,1.0,3,0,0,49,0
24493,Operations,region_2,Master's & above,f,sourcing,1,33,5.0,5,1,0,61,0
24494,Finance,region_22,Bachelor's,m,other,1,30,1.0,2,0,0,57,0
24495,Technology,region_27,Below Secondary,f,other,1,24,2.0,3,0,0,79,0
24496,Operations,region_22,Master's & above,f,sourcing,2,36,4.0,6,0,0,62,0
24497,Operations,region_2,Bachelor's,m,other,1,49,1.0,12,0,0,57,0
24498,Technology,region_17,Bachelor's,f,sourcing,1,38,4.0,7,0,0,81,0
24499,Operations,region_31,Master's & above,m,sourcing,1,41,4.0,2,1,0,56,0
24500,Procurement,region_7,Master's & above,m,sourcing,1,57,3.0,4,1,0,72,0
24501,Sales & Marketing,region_16,Bachelor's,m,other,1,42,5.0,12,0,0,51,0
24502,Technology,region_8,Bachelor's,f,other,1,28,5.0,4,1,0,75,0
24503,Operations,region_11,Bachelor's,m,sourcing,2,47,5.0,4,1,0,62,0
24504,Procurement,region_7,Master's & above,m,sourcing,1,53,1.0,2,0,0,72,0
24505,Operations,region_11,Master's & above,f,other,1,59,3.0,16,1,0,59,0
24506,Sales & Marketing,region_15,Bachelor's,m,other,1,36,2.0,5,0,0,56,0
24507,Sales & Marketing,region_2,Bachelor's,m,other,1,43,4.0,10,1,0,49,1
24508,Analytics,region_11,Bachelor's,m,other,1,27,2.0,4,0,0,83,0
24509,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,30,5.0,11,1,0,45,1
24510,Sales & Marketing,region_22,Bachelor's,m,referred,1,30,5.0,2,0,0,46,0
24511,Operations,region_22,Master's & above,f,other,1,41,3.0,11,1,0,65,0
24512,Procurement,region_23,Master's & above,m,other,1,44,3.0,15,0,0,68,0
24513,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,42,3.0,7,1,0,47,0
24514,Sales & Marketing,region_22,Bachelor's,m,other,1,27,1.0,1,0,0,52,0
24515,Technology,region_22,Bachelor's,f,other,1,31,5.0,5,1,0,83,1
24516,Analytics,region_22,Bachelor's,m,other,4,27,5.0,4,0,0,84,0
24517,Analytics,region_2,Bachelor's,m,other,1,57,4.0,3,1,0,87,0
24518,Procurement,region_19,Bachelor's,m,sourcing,1,32,4.0,5,0,0,69,0
24519,Technology,region_26,Bachelor's,m,sourcing,1,25,5.0,3,1,0,79,0
24520,Operations,region_19,Bachelor's,f,sourcing,1,31,5.0,2,1,0,63,0
24521,Technology,region_13,Master's & above,m,other,1,50,1.0,17,0,0,86,0
24522,Technology,region_27,Bachelor's,m,sourcing,1,29,3.0,2,0,0,81,0
24523,Sales & Marketing,region_27,Bachelor's,m,other,1,40,4.0,4,1,1,47,0
24524,Operations,region_31,Bachelor's,m,other,1,37,5.0,7,1,0,56,0
24525,Procurement,region_2,Bachelor's,f,other,1,37,4.0,11,0,0,73,0
24526,Sales & Marketing,region_29,Master's & above,m,other,1,31,3.0,2,0,0,53,0
24527,Procurement,region_7,Bachelor's,m,other,2,38,3.0,10,0,0,67,0
24528,Analytics,region_27,Bachelor's,m,other,1,26,1.0,1,0,0,82,0
24529,Sales & Marketing,region_15,Bachelor's,m,other,1,23,3.0,2,0,0,47,0
24530,Sales & Marketing,region_7,Master's & above,m,sourcing,1,39,3.0,6,0,0,51,0
24531,Legal,region_2,Master's & above,f,other,1,35,4.0,2,0,0,57,0
24532,Sales & Marketing,region_31,Bachelor's,f,sourcing,1,25,1.0,1,0,0,49,0
24533,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,40,3.0,15,0,0,48,0
24534,Analytics,region_7,Bachelor's,m,other,1,33,5.0,5,0,0,81,0
24535,Operations,region_28,Master's & above,f,sourcing,1,35,5.0,3,1,0,63,0
24536,Sales & Marketing,region_22,Bachelor's,m,other,2,26,4.0,4,0,0,49,0
24537,HR,region_29,Bachelor's,m,other,1,31,4.0,7,0,0,51,0
24538,Analytics,region_4,Master's & above,m,other,1,51,5.0,7,1,0,80,0
24539,R&D,region_26,Bachelor's,m,sourcing,1,30,1.0,4,0,0,86,0
24540,Operations,region_31,Master's & above,m,other,1,45,3.0,2,1,0,59,0
24541,HR,region_17,Bachelor's,f,other,1,26,5.0,2,1,0,47,0
24542,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,59,2.0,10,0,0,50,0
24543,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,36,3.0,4,1,0,51,0
24544,Operations,region_4,Master's & above,m,sourcing,1,26,5.0,2,0,0,55,0
24545,Analytics,region_7,Bachelor's,m,other,1,33,3.0,6,0,0,81,0
24546,Technology,region_2,Bachelor's,f,other,2,27,4.0,2,0,0,81,0
24547,Operations,region_2,Master's & above,f,other,1,59,3.0,6,0,0,59,0
24548,Operations,region_22,Bachelor's,m,other,1,30,3.0,2,0,0,59,0
24549,Sales & Marketing,region_31,Bachelor's,f,other,1,29,3.0,4,0,0,50,0
24550,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,44,1.0,10,0,0,51,0
24551,Operations,region_19,Master's & above,f,other,1,41,5.0,7,0,0,63,0
24552,Procurement,region_7,Master's & above,m,sourcing,1,43,4.0,7,0,0,69,0
24553,Technology,region_22,Bachelor's,m,other,1,32,5.0,6,0,0,77,0
24554,Sales & Marketing,region_2,Bachelor's,f,other,1,35,5.0,7,0,0,51,0
24555,Sales & Marketing,region_7,Bachelor's,m,other,1,34,3.0,10,1,0,51,1
24556,Procurement,region_2,Master's & above,m,sourcing,1,45,3.0,16,0,0,70,0
24557,Analytics,region_25,Bachelor's,m,sourcing,2,25,4.0,2,1,0,81,0
24558,Analytics,region_22,Master's & above,m,sourcing,2,35,5.0,10,0,0,83,0
24559,HR,region_4,Bachelor's,m,other,1,36,5.0,7,1,0,50,0
24560,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,40,3.0,9,0,0,53,0
24561,Sales & Marketing,region_2,Bachelor's,m,other,1,21,1.0,1,0,0,49,0
24562,Sales & Marketing,region_7,Bachelor's,m,other,1,30,3.0,3,0,0,49,0
24563,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,36,1.0,7,0,0,51,0
24564,Sales & Marketing,region_16,Bachelor's,m,other,2,30,1.0,7,1,0,45,1
24565,Legal,region_2,Bachelor's,m,other,1,30,4.0,4,1,0,60,1
24566,Operations,region_15,Bachelor's,f,other,1,44,4.0,7,1,1,61,1
24567,Sales & Marketing,region_6,Bachelor's,m,other,1,32,1.0,8,0,0,49,0
24568,Procurement,region_5,Bachelor's,f,other,2,31,3.0,5,0,0,71,0
24569,Operations,region_22,Bachelor's,m,other,1,24,1.0,1,0,0,60,0
24570,Sales & Marketing,region_2,Bachelor's,m,other,2,28,1.0,2,0,0,51,0
24571,Procurement,region_2,Bachelor's,m,other,1,49,5.0,8,1,0,71,0
24572,Operations,region_22,Bachelor's,m,other,1,38,5.0,7,0,0,61,0
24573,Procurement,region_17,Bachelor's,f,other,1,32,1.0,6,0,0,67,0
24574,Operations,region_26,Bachelor's,f,sourcing,2,33,4.0,3,0,0,54,0
24575,Procurement,region_2,Bachelor's,m,sourcing,1,39,2.0,3,1,0,69,0
24576,Procurement,region_24,Master's & above,f,sourcing,2,32,3.0,6,0,0,72,0
24577,Technology,region_27,Master's & above,m,sourcing,1,43,5.0,14,1,0,80,0
24578,Sales & Marketing,region_34,Bachelor's,m,other,2,27,3.0,3,0,0,46,0
24579,Analytics,region_28,Master's & above,m,other,1,36,2.0,9,0,0,86,0
24580,Operations,region_27,Bachelor's,m,other,1,31,5.0,7,1,0,55,0
24581,Sales & Marketing,region_29,Bachelor's,m,other,1,28,1.0,1,0,0,51,0
24582,Procurement,region_11,Master's & above,m,other,1,39,3.0,9,0,0,69,0
24583,Technology,region_16,Bachelor's,f,referred,2,31,1.0,1,0,0,77,0
24584,Technology,region_23,Master's & above,m,other,1,39,3.0,5,0,0,79,0
24585,Analytics,region_28,Bachelor's,m,other,1,31,1.0,5,1,0,84,0
24586,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,31,2.0,4,0,0,48,0
24587,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,30,2.0,6,0,0,43,0
24588,Technology,region_13,Bachelor's,f,sourcing,1,43,4.0,7,1,0,83,0
24589,Analytics,region_28,Bachelor's,m,sourcing,1,30,1.0,5,1,0,86,0
24590,Analytics,region_22,Bachelor's,m,sourcing,1,27,2.0,3,1,0,85,0
24591,Analytics,region_2,Master's & above,m,other,1,50,5.0,19,0,0,88,0
24592,Operations,region_22,Bachelor's,m,other,1,37,4.0,4,1,0,61,0
24593,Sales & Marketing,region_2,Master's & above,f,other,1,36,5.0,4,0,0,49,0
24594,Operations,region_25,Bachelor's,m,other,1,32,4.0,6,0,0,59,0
24595,Sales & Marketing,region_28,Bachelor's,m,sourcing,2,34,1.0,4,0,0,50,0
24596,Analytics,region_22,Bachelor's,f,other,1,27,3.0,2,0,0,83,0
24597,Operations,region_4,Bachelor's,f,sourcing,1,39,4.0,5,1,0,57,0
24598,Sales & Marketing,region_17,Bachelor's,m,other,1,34,5.0,7,0,0,52,0
24599,Sales & Marketing,region_17,Bachelor's,m,other,2,26,1.0,1,1,0,45,0
24600,Operations,region_16,Master's & above,f,other,1,39,5.0,6,1,0,61,0
24601,Sales & Marketing,region_26,Bachelor's,m,other,1,44,2.0,16,0,0,54,0
24602,Technology,region_2,Master's & above,m,other,1,48,3.0,20,0,0,77,0
24603,Operations,region_26,Bachelor's,m,sourcing,1,28,4.0,2,0,0,55,0
24604,Analytics,region_9,Master's & above,m,other,1,31,5.0,4,1,0,87,0
24605,Procurement,region_26,Bachelor's,m,other,1,32,2.0,9,0,0,67,0
24606,Analytics,region_22,Bachelor's,f,sourcing,1,27,4.0,5,0,0,86,0
24607,Finance,region_2,Bachelor's,f,sourcing,1,39,4.0,9,0,0,60,0
24608,Procurement,region_17,Bachelor's,f,other,1,31,3.0,3,0,0,67,0
24609,Sales & Marketing,region_6,Bachelor's,f,other,1,33,1.0,7,0,0,48,0
24610,Procurement,region_15,Master's & above,f,other,1,40,1.0,13,0,0,72,0
24611,HR,region_20,Master's & above,m,other,1,37,5.0,15,1,0,48,0
24612,Operations,region_15,Bachelor's,m,other,1,37,5.0,10,1,0,60,0
24613,Sales & Marketing,region_22,Bachelor's,f,other,1,29,3.0,4,0,0,51,0
24614,Operations,region_19,Master's & above,m,other,1,49,4.0,19,0,0,58,0
